#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.602,3.420)		
800	2845073.076	2961.101	0.000	
801	2863159.845	2942.560	0.000	
802	2881321.229	2917.557	0.000	
803	2899522.670	2895.432	0.000	
804	2917798.836	2869.549	0.000	
805	2936132.420	2850.332	0.000	
806	2954873.951	2825.627	0.000	
807	2973305.882	2807.223	0.000	
808	2992183.129	2775.294	0.000	
809	3011102.418	2761.679	0.000	
810	3030081.331	2736.845	0.000	
811	3049119.868	2698.877	0.000	
812	3068593.100	2687.919	0.000	
813	3087752.054	2673.029	0.000	
814	3107348.064	2646.521	0.000	
815	3127006.059	2618.961	0.000	
816	3146726.039	2607.648	0.000	
817	3166489.860	2573.841	0.000	
818	3186333.754	2557.938	0.000	
819	3206623.045	2526.344	0.000	
820	3226958.413	2524.691	0.000	
821	3247358.057	2500.092	0.000	
822	3267840.410	2467.310	0.000	
823	3288368.665	2450.207	0.000	
824	3308979.744	2430.959	0.000	
825	3330027.331	2409.618	0.000	
826	3351141.645	2387.840	0.000	
827	3372322.686	2365.819	0.000	
828	3393570.455	2338.662	0.000	
829	3414884.950	2332.211	0.000	
830	3436266.173	2300.982	0.000	
831	3458093.327	2283.403	0.000	
832	3480008.605	2260.280	0.000	
833	3501974.026	2231.495	0.000	
834	3524027.692	2207.898	0.000	
835	3546150.581	2195.666	0.000	
836	3568727.916	2179.975	0.000	
837	3591376.895	2155.993	0.000	
838	3613709.854	2127.703	0.000	
839	3636500.900	2115.587	0.000	
840	3659773.200	2090.151	0.000	
841	3682708.816	2074.813	0.000	
842	3706128.271	2049.360	0.000	
843	3729208.456	2032.210	0.000	
844	3752775.066	2011.342	0.000	
845	3776812.201	1994.482	0.000	
846	3800528.513	1993.272	0.000	
847	3824319.055	1963.450	0.000	
848	3848583.870	1930.149	0.000	
849	3872925.419	1924.015	0.000	
850	3897363.833	1891.931	0.000	
851	3921858.916	1871.454	0.000	
852	3946856.108	1869.550	0.000	
853	3971526.307	1835.596	0.000	
854	3996681.035	1821.937	0.000	
855	4021915.174	1802.700	0.000	
856	4047228.724	1776.945	0.000	
857	4073033.227	1771.311	0.000	
858	4098506.883	1753.338	0.000	
859	4124494.790	1731.544	0.000	
860	4150544.057	1713.168	0.000	
861	4176696.163	1692.057	0.000	
862	4202930.402	1673.546	0.000	
863	4229666.153	1658.361	0.000	
864	4256486.671	1636.350	0.000	
865	4282969.920	1628.601	0.000	
866	4310382.007	1605.588	0.000	
867	4337478.060	1599.481	0.000	
868	4364637.711	1579.828	0.000	
869	4392330.865	1555.406	0.000	
870	4420090.161	1529.282	0.000	
871	4447958.403	1516.668	0.000	
872	4475914.222	1498.980	0.000	
873	4504390.405	1486.939	0.000	
874	4532522.729	1464.237	0.000	
875	4561199.912	1447.595	0.000	
876	4589945.685	1424.174	0.000	
877	4619241.938	1426.318	0.000	
878	4648169.743	1410.591	0.000	
879	4677650.929	1384.529	0.000	
880	4707225.312	1368.074	0.000	
881	4736892.893	1346.196	0.000	
882	4766653.671	1324.757	0.000	
883	4796976.599	1317.901	0.000	
884	4826925.234	1303.835	0.000	
885	4857438.964	1293.640	0.000	
886	4888499.701	1276.260	0.000	
887	4919184.519	1262.513	0.000	
888	4949988.024	1237.588	0.000	
889	4981342.796	1228.361	0.000	
890	5012796.561	1214.353	0.000	
891	5044372.218	1197.389	0.000	
892	5076483.488	1178.090	0.000	
893	5108258.781	1169.516	0.000	
894	5140572.433	1135.335	0.000	
895	5173011.158	1136.734	0.000	
896	5206040.450	1127.968	0.000	
897	5238661.423	1118.358	0.000	
898	5271899.308	1096.839	0.000	
899	5305218.818	1072.901	0.000	
900	5338666.848	1058.278	0.000	
901	5372196.355	1056.590	0.000	
902	5406328.671	1040.674	0.000	
903	5440069.653	1025.972	0.000	
904	5474416.569	1014.100	0.000	
905	5509374.143	997.708	0.000	
906	5543938.808	985.697	0.000	
907	5579117.301	984.282	0.000	
908	5614382.892	963.430	0.000	
909	5649783.825	949.078	0.000	
910	5685271.705	932.984	0.000	
911	5720895.078	922.421	0.000	
912	5757118.991	900.368	0.000	
913	5793457.226	897.089	0.000	
914	5829934.400	881.875	0.000	
915	5866995.282	868.892	0.000	
916	5904198.365	863.298	0.000	
917	5941519.029	845.305	0.000	
918	5978957.275	834.156	0.000	
919	6016513.102	815.135	0.000	
920	6054688.278	810.245	0.000	
921	6092984.184	800.475	0.000	
922	6131426.067	784.818	0.000	
923	6169963.511	770.296	0.000	
924	6208647.090	768.818	0.000	
925	6247961.271	763.842	0.000	
926	6287399.531	752.857	0.000	
927	6326961.871	733.770	0.000	
928	6367162.843	716.803	0.000	
929	6407516.938	715.783	0.000	
930	6447972.617	697.266	0.000	
931	6488581.581	683.999	0.000	
932	6529318.021	683.796	0.000	
933	6570704.649	678.758	0.000	
934	6612222.030	643.655	0.000	
935	6653870.163	644.464	0.000	
936	6695649.048	637.149	0.000	
937	6738114.482	632.974	0.000	
938	6780714.154	614.565	0.000	
939	6823448.063	609.136	0.000	
940	6866316.211	602.248	0.000	
941	6909854.629	580.058	0.000	
942	6953530.648	570.438	0.000	
943	6997371.238	558.915	0.000	
944	7041890.728	559.784	0.000	
945	7085981.407	551.868	0.000	
946	7130781.448	542.779	0.000	
947	7175722.664	528.168	0.000	
948	7221380.438	520.335	0.000	
949	7266605.802	517.015	0.000	
950	7312523.773	495.447	0.000	
951	7358614.025	498.550	0.000	
952	7405403.995	486.126	0.000	
953	7451785.574	482.294	0.000	
954	7498870.362	471.312	0.000	
955	7546103.436	464.808	0.000	
956	7594074.842	470.110	0.000	
957	7641606.333	449.055	0.000	
958	7689879.866	432.668	0.000	
959	7738872.676	429.984	0.000	
960	7787451.980	426.490	0.000	
961	7836782.681	420.752	0.000	
962	7886240.502	416.277	0.000	
963	7935853.896	393.955	0.000	
964	7986227.951	378.806	0.000	
965	8036183.284	397.633	0.000	
966	8087454.180	375.743	0.000	
967	8138306.355	374.663	0.000	
968	8189930.658	367.035	0.000	
969	8241103.490	359.710	0.000	
970	8293639.558	345.778	0.000	
971	8345753.426	348.808	0.000	
972	8398621.479	353.894	0.000	
973	8451656.456	341.863	0.000	
974	8504858.357	325.631	0.000	
975	8558257.010	318.564	0.000	
976	8612391.293	316.409	0.000	
977	8666726.263	305.619	0.000	
978	8721864.434	301.820	0.000	
979	8776512.895	279.131	0.000	
980	8831998.650	282.934	0.000	
981	8887628.848	291.028	0.000	
982	8944074.043	283.453	0.000	
983	9000086.130	278.632	0.000	
984	9056886.747	271.253	0.000	
985	9114481.675	277.054	0.000	
986	9171641.567	257.805	0.000	
987	9229630.624	242.949	0.000	
988	9287771.351	254.204	0.000	
989	9346780.405	239.173	0.000	
990	9405945.048	240.053	0.000	
991	9465296.357	236.489	0.000	
992	9524834.329	232.235	0.000	
993	9585221.868	227.502	0.000	
994	9645135.237	220.998	0.000	
995	9706569.418	208.926	0.000	
996	9767497.563	213.065	0.000	
997	9829319.589	190.807	0.000	
998	9891304.578	196.292	0.000	
999	9953516.564	193.972	0.000	
1000	10016568.965	191.485	0.000	
1001	10079820.445	188.539	0.000	
1002	10143271.003	177.920	0.000	
1003	10207572.150	174.328	0.000	
1004	10272109.143	168.141	0.000	
1005	10336816.728	175.880	0.000	
1006	10401760.367	163.639	0.000	
1007	10467567.134	160.412	0.000	
1008	10533581.408	159.419	0.000	
1009	10600500.317	162.197	0.000	
1010	10666931.787	141.148	0.000	
1011	10734272.277	153.947	0.000	
1012	10802528.397	155.031	0.000	
1013	10870261.258	150.115	0.000	
1014	10938947.692	141.059	0.000	
1015	11008527.037	129.537	0.000	
1016	11077614.302	127.000	0.000	
1017	11147632.570	126.548	0.000	
1018	11217871.423	123.186	0.000	
1019	11289050.274	137.443	0.000	
1020	11360419.864	118.171	0.000	
1021	11432048.818	107.503	0.000	
1022	11503902.879	116.028	0.000	
1023	11576675.873	185.862	0.000	
1024	11649678.320	123.504	0.000	
